,Unnamed: 0,Date,Country,Activity,Hemispheres,Months
516,516,10-Aug-2014,USA,,Hemisphere-N,aug
518,518,09-Aug-2014,USA,Swimming,Hemisphere-N,aug
519,519,08-Aug-2014,USA,Swimming,Hemisphere-N,aug
520,520,06-Aug-2014,USA,Boogie boarding,Hemisphere-N,aug
521,521,05-Aug-2014,USA,Swimming,Hemisphere-N,aug
522,522,02-Aug-2014,USA,Surfing,Hemisphere-N,aug
523,523,02-Aug-2014,USA,Boogie boarding,Hemisphere-N,aug
524,524,01-Aug-2014,SOUTH AFRICA,Surfing,Hemisphere-S,aug
526,526,27-Jul-2014,USA,Swimming,Hemisphere-N,jul
528,528,21-Jul-2014,USA,Standing,Hemisphere-N,jul
530,530,16-Jul-2014,USA,Swimming,Hemisphere-N,jul
531,531,14-Jul-2014,USA,Swimming,Hemisphere-N,jul
533,533,12-Jul-2014,USA,Body surfing,Hemisphere-N,jul
534,534,9-Jul-2014,USA,Surfing,Hemisphere-N,jul
535,535,5-Jul-2014,USA,Swimming,Hemisphere-N,jul
536,536,5-Jul-2014,USA,Surfing,Hemisphere-N,jul
537,537,3-Jul-2014,USA,Body surfing,Hemisphere-N,jul
540,540,18-Jun-2014,AUSTRALIA,Surfing,Hemisphere-S,jun
541,541,18-Jun-2014,AUSTRALIA,Body boarding,Hemisphere-S,jun
544,544,09-Jun-2014,USA,Standing,Hemisphere-N,jun
545,545,09-Jun-2014,AUSTRALIA,Body boarding,Hemisphere-S,jun
547,547,07-Jun-2014,USA,Kneeling in the water,Hemisphere-N,jun
548,548,01-Jun-2014,USA,Swimming,Hemisphere-N,jun
549,549,01-Jun-2014,AUSTRALIA,Surfing,Hemisphere-S,jun
550,550,01-Jun-2014,USA,Tagging sharks,Hemisphere-N,jun
551,551,24-May-2014,AUSTRALIA,Fell into the water,Hemisphere-S,may
553,553,22-May-2014,AUSTRALIA,Teasing a shark,Hemisphere-S,may
554,554,15-May-2014,USA,Body boarding,Hemisphere-N,may
555,555,14-May-2014,AUSTRALIA,Surfing,Hemisphere-S,may
556,556,13-May2014,USA,Wading,Hemisphere-N,may
557,557,11-May-2014,USA,Surfing,Hemisphere-N,may
559,559,06-May-2014,USA,Swimming,Hemisphere-N,may
560,560,04-May-2014,SOUTH AFRICA,Diving,Hemisphere-S,may
561,561,01-May-2014,USA,Surfing,Hemisphere-N,may
562,562,24-Apr-2014,AUSTRALIA,Spearfishing,Hemisphere-S,apr
563,563,22-Apr-2014,USA,Swimming,Hemisphere-N,apr
564,564,15-Apr-2014,USA,Wading,Hemisphere-N,apr
566,566,12-Apr-2014,SOUTH AFRICA,Fishing,Hemisphere-S,apr
567,567,04-Apr-2014,USA,Surfing,Hemisphere-N,apr
568,568,04-Apr-2014,USA,Surfing,Hemisphere-N,apr
569,569,03-Apr-2014,AUSTRALIA,Swimming,Hemisphere-S,apr
570,570,29-Mar-2014,AUSTRALIA,Diving for lobsters,Hemisphere-S,mar
571,571,22-Mar-2014,SOUTH AFRICA,Swimming,Hemisphere-S,mar
572,572,22-Mar-2014,USA,Kite Surfing,Hemisphere-N,mar
573,573,21-Mar-2014,USA,Surfing,Hemisphere-N,mar
575,575,18-Mar-2014,AUSTRALIA,Surfing,Hemisphere-S,mar
576,576,18-Mar-2014,AUSTRALIA,,Hemisphere-S,mar
577,577,12-Mar-2014,AUSTRALIA,Swimming,Hemisphere-S,mar
579,579,02-Mar-2014,USA,Surfing,Hemisphere-N,mar
582,582,08-Feb-2014,AUSTRALIA,Spearfishing / Free diving,Hemisphere-S,feb
584,584,07-Feb-2014,NEW ZEALAND,Surfing,Hemisphere-S,feb
585,585,26-Jan-2014,AUSTRALIA,Fishing,Hemisphere-S,jan
586,586,25-Jan-2014,NEW ZEALAND,Spearfishing,Hemisphere-S,jan
591,591,16-Dec-2013,SOUTH AFRICA,Surfing,Hemisphere-S,dec
593,593,11-Dec-2013,USA,Boogie boarding,Hemisphere-N,dec
594,594,10-Dec-2013,USA,Surfing,Hemisphere-N,dec
595,595,05-Dec-2013,AUSTRALIA,Surfing,Hemisphere-S,dec
596,596,02-Dec-2013,USA,Kayaking / Fishing,Hemisphere-N,dec
597,597,30-Nov-2013,AUSTRALIA,Body boarding,Hemisphere-S,nov
598,598,29-Nov2013,USA,Snorkeling,Hemisphere-N,nov
599,599,23-Nov-2013,AUSTRALIA,Surfing,Hemisphere-S,nov
600,600,22-Nov-2013,USA,Surfing,Hemisphere-N,nov
601,601,12-Nov-2013,AUSTRALIA,Surfing,Hemisphere-S,nov
603,603,07-Nov-2013,USA,Body boarding,Hemisphere-N,nov
604,604,07-Nov-2013,USA,Surfing,Hemisphere-N,nov
605,605,31-Oct-2013,USA,Kiteboarding,Hemisphere-N,oct
606,606,28-Oct-2013,AUSTRALIA,Snorkeling,Hemisphere-S,oct
608,608,26-Oct-2013,AUSTRALIA,Diving for crayfish,Hemisphere-S,oct
609,609,24-Oct-2013,AUSTRALIA,Surfing,Hemisphere-S,oct
610,610,23-Oct-2013,USA,Diving ,Hemisphere-N,oct
611,611,20-Oct-2013,USA,Surfing,Hemisphere-N,oct
612,612,19-Oct-2013,USA,Wading,Hemisphere-N,oct
613,613,11-Oct-2013,SOUTH AFRICA,Swimming / snorkeling,Hemisphere-S,oct
614,614,08-Oct-2013,AUSTRALIA,Diving for Abalone,Hemisphere-S,oct
615,615,06-Oct-2013,USA,Surfing,Hemisphere-N,oct
616,616,10-Oct-2013,USA,Wading,Hemisphere-N,oct
617,617,29-Sep-2013,USA,Surfing,Hemisphere-N,sep
619,619,25-Sep-2013,USA,Standing,Hemisphere-N,sep
620,620,21-Sep-2013,USA,Swimming,Hemisphere-N,sep
621,621,21-Sep-2013,USA,Surfing,Hemisphere-N,sep
622,622,14-Sep-2013,USA,Swimming,Hemisphere-N,sep
623,623,12-Sep-2013,USA,Surfing,Hemisphere-N,sep
624,624,08-Sep-2013,USA,,Hemisphere-N,sep
625,625,07-Sep-2013,USA,Surfing,Hemisphere-N,sep
626,626,07-Sep-2013,USA,Standing,Hemisphere-N,sep
627,627,02-Sep-2013,USA,Swimming,Hemisphere-N,sep
628,628,01-Sep-2013,USA,,Hemisphere-N,sep
630,630,01-Sep-2013,USA,Casting a net,Hemisphere-N,sep
632,632,31-Aug-2013,USA,Swimming,Hemisphere-N,aug
633,633,29-Aug-2013,USA,Marathon swimming,Hemisphere-N,aug
635,635,25-Aug-2013,USA,Boogie boarding,Hemisphere-N,aug
636,636,25-Aug-2013,AUSTRALIA,Wrangling a shark,Hemisphere-S,aug
637,637,18-Aug-2013,USA,Surfing,Hemisphere-N,aug
638,638,17-Aug-2013,USA,Surfing,Hemisphere-N,aug
639,639,14-Aug-2013,USA,Snorkeling,Hemisphere-N,aug
640,640,13-Aug-2013,USA,Kiteboarding,Hemisphere-N,aug
641,641,11-Aug-2013,USA,Surfing,Hemisphere-N,aug
643,643,05-Aug-2013,USA,Fishing,Hemisphere-N,aug
644,644,31-Jul-2013,USA,Snorkeling,Hemisphere-N,jul
645,645,30-Jul-2013,USA,Swimming,Hemisphere-N,jul
648,648,29-Jul-2013,USA,Surfing,Hemisphere-N,jul
652,652,19-Jul-2013,USA,Walking in surf,Hemisphere-N,jul
656,656,11-Jul-2013,USA,Wading,Hemisphere-N,jul
658,658,02-Jul-2013,AUSTRALIA,Body surfing,Hemisphere-S,jul
661,661,25-Jun-2013,USA,Kayaking / Fishing,Hemisphere-N,jun
662,662,25-Jun-2013,USA,Swimming,Hemisphere-N,jun
663,663,25-Jun-2013,USA,Swimming,Hemisphere-N,jun
664,664,18-Jun-2013,USA,Swimming,Hemisphere-N,jun
665,665,17-Jun-2013,USA,Swimming,Hemisphere-N,jun
666,666,16-Jun-2013,SOUTH AFRICA,Surfing,Hemisphere-S,jun
667,667,15-Jun-2013,USA,Surfing,Hemisphere-N,jun
669,669,06-Jun-2013,USA,Fishing for sharks,Hemisphere-N,jun
670,670,06-Jun-2013,AUSTRALIA,Surfing,Hemisphere-S,jun
671,671,27-May-2013,USA,Diving,Hemisphere-N,may
672,672,27-May-2013,USA,Swimming,Hemisphere-N,may
676,676,08-May-2013,USA,Surfing,Hemisphere-N,may
678,678,04-May-2013,USA,Surfing,Hemisphere-N,may
679,679,28-Apr-2013,AUSTRALIA,Fishing,Hemisphere-S,apr
681,681,21-Apr-2013,AUSTRALIA,Fishing,Hemisphere-S,apr
682,682,17-Apr-2013,USA,Playing in the surf,Hemisphere-N,apr
683,683,14-Apr-2013,SOUTH AFRICA,Free diving,Hemisphere-S,apr
684,684,13-Apr-2013,USA,Surfing,Hemisphere-N,apr
687,687,04-Apr-2013,USA,Swimming,Hemisphere-N,apr
689,689,02-Apr-2013,USA,Surfing,Hemisphere-N,apr
690,690,31-Mar-2013,AUSTRALIA,Surfing,Hemisphere-S,mar
694,694,16-Mar-2013,SOUTH AFRICA,Fishing - 'tag & release',Hemisphere-S,mar
695,695,16-Mar-2013,SOUTH AFRICA,Surfing,Hemisphere-S,mar
697,697,10-Mar-2013,AUSTRALIA,Spearfishing,Hemisphere-S,mar
699,699,03-Mar-2013,SOUTH AFRICA,Swimming,Hemisphere-S,mar
700,700,27-Feb-2013,NEW ZEALAND,Swimming,Hemisphere-S,feb
701,701,21-Feb-2013,USA,Surfing,Hemisphere-N,feb
702,702,21-Feb-2013,USA,Surfing,Hemisphere-N,feb
703,703,10-Feb-2013,USA,Surfing,Hemisphere-N,feb
706,706,26-Jan-2013,AUSTRALIA,Fishing,Hemisphere-S,jan
707,707,25-Jan-2013,AUSTRALIA,Surfing,Hemisphere-S,jan
709,709,16-Jan-2013,USA,Surfing,Hemisphere-N,jan
710,710,13-Jan-2013,NEW ZEALAND,Spearfishing,Hemisphere-S,jan
711,711,05-Jan-2013,AUSTRALIA,Spearfishing / Free diving,Hemisphere-S,jan
712,712,31-Dec-2012,USA,Swimming,Hemisphere-N,dec
713,713,30-Dec-2012,AUSTRALIA,Surfing,Hemisphere-S,dec
714,714,28-Dec-2012,AUSTRALIA,Paddle boarding,Hemisphere-S,dec
715,715,25-Dec-2012,SOUTH AFRICA,Swimming,Hemisphere-S,dec
716,716,19-Dec-2012,AUSTRALIA,Surfing,Hemisphere-S,dec
717,717,05-Dec-2012,USA,Surfing,Hemisphere-N,dec
718,718,02-Dec-2012,AUSTRALIA,Spearfishing,Hemisphere-S,dec
720,720,30-Nov-2012,USA,Snorkeling,Hemisphere-N,nov
721,721,27-Nov-2012,AUSTRALIA,,Hemisphere-S,nov
723,723,19-Nov-2012,USA,Surfing,Hemisphere-N,nov
724,724,04-Nov-2012,USA,Diving,Hemisphere-N,nov
725,725,04-Nov-2012,USA,Surfing,Hemisphere-N,nov
726,726,30-Oct-2012,USA,Surfing,Hemisphere-N,oct
727,727,27-Oct-2012,USA,Swimming,Hemisphere-N,oct
728,728,23-Oct-2012,USA,Surfing,Hemisphere-N,oct
729,729,19-Oct-2012,USA,,Hemisphere-N,oct
730,730,18-Oct-2012,USA,Surfing,Hemisphere-N,oct
731,731,18-Oct-2012,USA,Paddle boarding,Hemisphere-N,oct
732,732,16-Oct-2012,USA,,Hemisphere-N,oct
734,734,10-Oct-2012,USA,Windsurfing,Hemisphere-N,oct
735,735,02-Oct-2012,AUSTRALIA,Bodyboarding,Hemisphere-S,oct
736,736,25-Sep-2012,USA,Surfing,Hemisphere-N,sep
737,737,24-Sep-2012,USA,Surfing,Hemisphere-N,sep
738,738,16-Sep-2012,USA,Surfing,Hemisphere-N,sep
740,740,09-Sep-2012,USA,Surfing,Hemisphere-N,sep
741,741,08-Sep-2012,USA,Surfing,Hemisphere-N,sep
742,742,08-Sep-2012,USA,Swimming,Hemisphere-N,sep
743,743,06-Sep-2012,USA,Surfing,Hemisphere-N,sep
744,744,06-Sep-2012,USA,Surfing,Hemisphere-N,sep
745,745,04-Sep-2012,USA,Surfing,Hemisphere-N,sep
746,746,02-Sep-2012,USA,Boogie boarding,Hemisphere-N,sep
747,747,02-Sep-2012,USA,Spearfishing,Hemisphere-N,sep
748,748,02-Sep-2012,USA,Swimming or boogie boarding,Hemisphere-N,sep
750,750,28-Aug-2012,AUSTRALIA,Surfing,Hemisphere-S,aug
752,752,15-Aug-2012,USA,Wading or swimming,Hemisphere-N,aug
753,753,11-Aug-2012,AUSTRALIA,Fishing,Hemisphere-S,aug
754,754,08-Aug-2012,USA,Free diving ,Hemisphere-N,aug
757,757,31-Jul-2012,USA,Surfing,Hemisphere-N,jul
758,758,31-Jul-2012,AUSTRALIA,Surfing,Hemisphere-S,jul
759,759,30-Jul-2012,USA,Surfing,Hemisphere-N,jul
760,760,30-Jul-2012,USA,Body surfing,Hemisphere-N,jul
761,761,24-Jul-2012,USA,,Hemisphere-N,jul
765,765,14-Jul-2012,AUSTRALIA,Surfing,Hemisphere-S,jul
766,766,08-Jul-2012,USA,Swimming,Hemisphere-N,jul
768,768,07-Jul-2012,AUSTRALIA,Scuba diving,Hemisphere-S,jul
769,769,07-Jul-2012,USA,Kayaking,Hemisphere-N,jul
770,770,06-Jul-2012,SOUTH AFRICA,Surfing,Hemisphere-S,jul
772,772,26-Jun-2012,USA,Swimming,Hemisphere-N,jun
773,773,26-Jun-2012,USA,Surfing,Hemisphere-N,jun
774,774,26-Jun-2012,USA,Sitting in the water,Hemisphere-N,jun
775,775,22-Jun-2012,AUSTRALIA,Surfing,Hemisphere-S,jun
776,776,22-Jun-2012,USA,Swimming,Hemisphere-N,jun
777,777,20-Jun-2012,AUSTRALIA,Surf skiing ,Hemisphere-S,jun
778,778,19-Jun-2012,USA,Standing,Hemisphere-N,jun
779,779,18-Jun-2012,USA,Wading,Hemisphere-N,jun
780,780,15-Jun-2012,USA,Fishing,Hemisphere-N,jun
781,781,14-Jun-2012,USA,Swimming,Hemisphere-N,jun
782,782,14-Jun-2012,USA,Swimming,Hemisphere-N,jun
783,783,14-Jun-2012,USA,Swimming,Hemisphere-N,jun
784,784,14-Jun-2012,USA,Swimming,Hemisphere-N,jun
785,785,12-Jun-2012,AUSTRALIA,Surfing,Hemisphere-S,jun
787,787,03-Jun-2012,AUSTRALIA,Surf skiing ,Hemisphere-S,jun
788,788,02-Jun-2012,USA,Surfing,Hemisphere-N,jun
789,789,02-Jun-2012,USA,Boogie Boarding,Hemisphere-N,jun
790,790,31-May-2012,USA,Wading,Hemisphere-N,may
792,792,23-May-2012,USA,Surfing,Hemisphere-N,may
793,793,20-May-2012,USA,Kayak Fishing,Hemisphere-N,may
795,795,12-May-2012,USA,Kayaking / Fishing,Hemisphere-N,may
796,796,09-May-2012,USA,Swimming,Hemisphere-N,may
797,797,06-May-2012,USA,Paddle boarding,Hemisphere-N,may
798,798,19-Apr-2012,USA,Surfing,Hemisphere-N,apr
799,799,19-Apr-2012,SOUTH AFRICA,Body boarding,Hemisphere-S,apr
800,800,11-Apr-2012,AUSTRALIA,Kayaking,Hemisphere-S,apr
801,801,03-Apr-2012,USA,Surfing,Hemisphere-N,apr
802,802,Apr-2013,USA,,Hemisphere-N,apr
803,803,31-Mar-2012,AUSTRALIA,Scuba diving,Hemisphere-S,mar
804,804,24-Mar-2012,USA,Surfing,Hemisphere-N,mar
805,805,22-Mar-2012,AUSTRALIA,Crayfishing,Hemisphere-S,mar
806,806,20-Mar-2012,AUSTRALIA,Surfing,Hemisphere-S,mar
807,807,15-Mar-2012,USA,Surfing,Hemisphere-N,mar
808,808,14-Mar-2012,USA,Surfing,Hemisphere-N,mar
809,809,14-Mar-2012,USA,Surfing,Hemisphere-N,mar
810,810,06-Mar-2012,NEW ZEALAND,Surfing,Hemisphere-S,mar
811,811,06-Mar-2012,AUSTRALIA,"Diving, feeding sharks",Hemisphere-S,mar
813,813,04-Mar-2012,USA,Kite Surfing,Hemisphere-N,mar
816,816,26-Feb-2012,USA,Kite Surfing,Hemisphere-N,feb
817,817,25-Feb-2012,AUSTRALIA,Fishing,Hemisphere-S,feb
818,818,20-Feb-2012,SOUTH AFRICA,Fishing,Hemisphere-S,feb
819,819,06-Feb-2012,AUSTRALIA,Surfing,Hemisphere-S,feb
820,820,27-Jan-2012,USA,Snorkeling,Hemisphere-N,jan
821,821,19-Jan-2012,AUSTRALIA,Snorkeling,Hemisphere-S,jan
824,824,18-Jan-2012,AUSTRALIA,Surfing,Hemisphere-S,jan
825,825,15-Jan-2012,SOUTH AFRICA,Swimming,Hemisphere-S,jan
826,826,13-Jan-2012,USA,Surfing,Hemisphere-N,jan
827,827,03-Jan-2012,AUSTRALIA,Surfing,Hemisphere-S,jan
828,828,02-Jan-2012,AUSTRALIA,Spearfishing,Hemisphere-S,jan
829,829,31-Dec-2011,USA,,Hemisphere-N,dec
832,832,23-Dec-2011,USA,Surfing,Hemisphere-N,dec
833,833,21-Dec-2011,USA,Canoeing,Hemisphere-N,dec
834,834,21-Dec-2011,SOUTH AFRICA,Kayak Fishing,Hemisphere-S,dec
835,835,11-Dec-2011,AUSTRALIA,Surfing,Hemisphere-S,dec
836,836,07-Dec-2011,SOUTH AFRICA,Surf skiing ,Hemisphere-S,dec
837,837,07-Dec-2011,AUSTRALIA,Surfing,Hemisphere-S,dec
838,838,06-Dec-2011,USA,Surfing,Hemisphere-N,dec
839,839,05-Dec-2011,AUSTRALIA,Spearfishing,Hemisphere-S,dec
840,840,02-Dec-2011,AUSTRALIA,Surfing,Hemisphere-S,dec
842,842,28-Nov-2011,AUSTRALIA,Swimming,Hemisphere-S,nov
843,843,22-Nov-2011,USA,Kayaking,Hemisphere-N,nov
847,847,29-Oct-2011,USA,Surfing,Hemisphere-N,oct
849,849,29-Oct-2011,SOUTH AFRICA,Diving,Hemisphere-S,oct
850,850,22-Oct-2011,AUSTRALIA,Diving,Hemisphere-S,oct
851,851,20-Oct-2011,USA,Surfing,Hemisphere-N,oct
852,852,19-Oct-2011,AUSTRALIA,Diving,Hemisphere-S,oct
853,853,11-Oct-2011,USA,Surfing,Hemisphere-N,oct
854,854,10-Oct-2011,USA,Surfing,Hemisphere-N,oct
855,855,09-Oct-2011,AUSTRALIA,Swimming,Hemisphere-S,oct
857,857,02-Oct-2011,USA,Wade fishing,Hemisphere-N,oct
858,858,01-Oct-2011,USA,,Hemisphere-N,oct
859,859,30-Sep-2011,USA,Surfing,Hemisphere-N,sep
861,861,28-Sep-2011,SOUTH AFRICA,Swimming,Hemisphere-S,sep
862,862,24-Sep-2011,USA,Spearfishing,Hemisphere-N,sep
863,863,24-Sep-2011,USA,Jumping in the waves,Hemisphere-N,sep
864,864,20-Sep-2011,USA,Canoeing,Hemisphere-N,sep
867,867,16-Sep-2011,USA,Surfing,Hemisphere-N,sep
868,868,11-Sep-2011,USA,Surfing,Hemisphere-N,sep
869,869,11-Sep-2011,PAPUA NEW GUINEA,Kite Surfing,Hemisphere-S,sep
870,870,04-Sep-2011,USA,Surfing,Hemisphere-N,sep
871,871,04-Sep-2011,AUSTRALIA,Body boarding,Hemisphere-S,sep
872,872,02-Sep-2011,USA,Surfing,Hemisphere-N,sep
873,873,31-Aug-2011,USA,Surfing,Hemisphere-N,aug
874,874,28-Aug-2011,AUSTRALIA,Swimming,Hemisphere-S,aug
875,875,28-Aug-2011,USA,Wade Fishing,Hemisphere-N,aug
877,877,24-Aug-2011,USA,Surfing,Hemisphere-N,aug
878,878,24-Aug-2011,USA,,Hemisphere-N,aug
879,879,23-Aug-2011,SOUTH AFRICA,Surfing,Hemisphere-S,aug
881,881,17-Aug-2011,USA,Wading,Hemisphere-N,aug
882,882,17-Aug-2011,USA,,Hemisphere-N,aug
885,885,16-Aug--2011,USA,Floating ,Hemisphere-N,aug
887,887,15-Aug-2011,USA,Playing in the surf,Hemisphere-N,aug
888,888,11-Aug--2011,USA,Swimming,Hemisphere-N,aug
892,892,25-Jul-2011,USA,Wade Fishing,Hemisphere-N,jul
893,893,22-Jul-2011,SOUTH AFRICA,Surfing,Hemisphere-S,jul
894,894,19-Jul-2011,USA,Boogie Boarding,Hemisphere-N,jul
896,896,13-Jul-2011,USA,Surf fishing,Hemisphere-N,jul
898,898,07-Jul-2011,USA,Swimming,Hemisphere-N,jul
899,899,07-Jul-2011,USA,Wade Fishing,Hemisphere-N,jul
904,904,28-Jun-2011,SOUTH AFRICA,Scuba diving,Hemisphere-S,jun
905,905,26-Jun-2008,USA,Playing in the surf,Hemisphere-N,jun
906,906,24-Jun-2011,USA,Surfing,Hemisphere-N,jun
907,907,21-Jun-2011,USA,Jet skiing,Hemisphere-N,jun
912,912,12-Jun-2011,USA,Scuba diving,Hemisphere-N,jun
914,914,06-Jun-2011,USA,Spearfishing,Hemisphere-N,jun
915,915,06-Jun-2011,USA,Wading,Hemisphere-N,jun
917,917,30-May-2011,USA,Standing or boogie boardin,Hemisphere-N,may
918,918,29-May-2011,SOUTH AFRICA,Surfing,Hemisphere-S,may
919,919,25-May-2011,USA,Surfing,Hemisphere-N,may
920,920,22-May-2011,USA,Paddle boarding,Hemisphere-N,may
921,921,21-May-2011,SOUTH AFRICA,Spearfishing,Hemisphere-S,may
922,922,13-May-2011,USA,Body surfing,Hemisphere-N,may
924,924,13-May-2011,USA,Surfing,Hemisphere-N,may
925,925,10-May-2011,USA,Fishing ,Hemisphere-N,may
927,927,04-May-2011,SOUTH AFRICA,Spearfishing,Hemisphere-S,may
928,928,26-Apr-2011,USA,Spearfishing,Hemisphere-N,apr
929,929,23-Apr-2011,AUSTRALIA,Washing sand off a speared fish,Hemisphere-S,apr
930,930,22-Apr-2011,USA,Surfing ,Hemisphere-N,apr
931,931,16-Apr-2011,NEW ZEALAND,Surfing,Hemisphere-S,apr
936,936,23-Mar-2011,AUSTRALIA,Surfing,Hemisphere-S,mar
939,939,16-Mar-2011,AUSTRALIA,Wakeboarding,Hemisphere-S,mar
941,941,10-Mar-2011,AUSTRALIA,Surfing,Hemisphere-S,mar
945,945,17-Feb-2011,AUSTRALIA,Diving for abalone,Hemisphere-S,feb
946,946,13-Feb-2011,AUSTRALIA,Fishing,Hemisphere-S,feb
947,947,12-Feb-2011,AUSTRALIA,Snorkeling,Hemisphere-S,feb
949,949,02-Feb-2011,SOUTH AFRICA,Surf fishing,Hemisphere-S,feb
953,953,20-Jan-2011,AUSTRALIA,Swimming,Hemisphere-S,jan
954,954,15-Jan-2011,SOUTH AFRICA,Surfing,Hemisphere-S,jan
956,956,03-Jan-2011,AUSTRALIA,Fishing,Hemisphere-S,jan
957,957,26-Dec-2010,USA,Body boarding,Hemisphere-N,dec
959,959,11-Dec-2010,USA,Surfing,Hemisphere-N,dec
967,967,27-Nov-2010,AUSTRALIA,Swimming,Hemisphere-S,nov
968,968,19-Nov-2010,USA,Snorkeling,Hemisphere-N,nov
972,972,30-Oct-2010,AUSTRALIA,Snorkeling,Hemisphere-S,oct
974,974,28-Oct-2010,USA,Surfing,Hemisphere-N,oct
976,976,23-Oct-2010,USA,Scuba diving,Hemisphere-N,oct
977,977,23-Oct-2010,AUSTRALIA,Kite Surfing,Hemisphere-S,oct
978,978,22-Oct-2010,USA,Body boarding,Hemisphere-N,oct
980,980,09-Oct-2010,AUSTRALIA,Surfing,Hemisphere-S,oct
983,983,01-Oct-2010,SOUTH AFRICA,Surfing,Hemisphere-S,oct
984,984,27-Sep-2010,USA,Surfing,Hemisphere-N,sep
985,985,24-Sep-2010,USA,Surfing,Hemisphere-N,sep
986,986,21-Sep-2010,SOUTH AFRICA,Swimming,Hemisphere-S,sep
987,987,13-Sep-2010,AUSTRALIA,Surfing,Hemisphere-S,sep
988,988,07-Sep-2010,USA,Swimming,Hemisphere-N,sep
990,990,04-Sep-2010,USA,Surfing,Hemisphere-N,sep
991,991,03-Sep-2010,USA,Surfing,Hemisphere-N,sep
992,992,03-Sep-2010,USA,Surfing,Hemisphere-N,sep
995,995,18-Aug-2010,USA,Boogie Boarding,Hemisphere-N,aug
996,996,17-Aug-2010,AUSTRALIA,Surfing,Hemisphere-S,aug
997,997,14-Aug-2010,USA,Kayak Fishing,Hemisphere-N,aug
998,998,10-Aug-2010,AUSTRALIA,Fishing,Hemisphere-S,aug
1000,1000,08-Aug-2010,AUSTRALIA,Surfing,Hemisphere-S,aug
1001,1001,07-Aug-2010,USA,Surfing,Hemisphere-N,aug
1003,1003,05-Aug-2010,USA,Swimming,Hemisphere-N,aug
1004,1004,02-Aug-2010,USA,Kayaking,Hemisphere-N,aug
1005,1005,02-Aug-2010,USA,Standing,Hemisphere-N,aug
1006,1006,25-Jul-2010,USA,Standing,Hemisphere-N,jul
1007,1007,23-Jul-2010,USA,Surfing,Hemisphere-N,jul
1008,1008,19-Jul-2010,USA,Swimming,Hemisphere-N,jul
1009,1009,17-Jul-2010,USA,Swimming,Hemisphere-N,jul
1010,1010,17-Jul-2010,USA,Surfing,Hemisphere-N,jul
1012,1012,16-Jul-2010,USA,Fishing,Hemisphere-N,jul
1013,1013,11-Jul-2010,USA,Fishing,Hemisphere-N,jul
1014,1014,04-Jul-2010,SOUTH AFRICA,Snorkeling,Hemisphere-S,jul
1015,1015,03-Jul-2010,USA,Fishing,Hemisphere-N,jul
1016,1016,02-Jul-2010,USA,Surfing,Hemisphere-N,jul
1017,1017,02-Jul-2010,USA,Stand-Up Paddleboarding,Hemisphere-N,jul
1018,1018,27-Jun-2010,USA,Surfing,Hemisphere-N,jun
1019,1019,25-Jun-2010,USA,Boogie Boarding,Hemisphere-N,jun
1020,1020,25-Jun-2010,USA,Swimming,Hemisphere-N,jun
1022,1022,10-Jun-2010,USA,Boogie Boarding,Hemisphere-N,jun
1023,1023,06-Jun-2010,AUSTRALIA,Surfing,Hemisphere-S,jun
1024,1024,Jun-2010,USA,Surfing,Hemisphere-N,jun
1025,1025,30-May-2010,USA,Fishing,Hemisphere-N,may
1028,1028,18-May-2010,AUSTRALIA,Surfing,Hemisphere-S,may
1030,1030,01-May-2010,USA,Wading,Hemisphere-N,may
1031,1031,28-Apr-2010,USA,Measuring sharks,Hemisphere-N,apr
1032,1032,19-Apr-2010,USA,Surfing,Hemisphere-N,apr
1033,1033,13-Apr-2010,SOUTH AFRICA,Surfing,Hemisphere-S,apr
1036,1036,190Feb-2010,NEW ZEALAND,Swimming,Hemisphere-S,feb
1037,1037,16-Feb-2010,SOUTH AFRICA,Surfing,Hemisphere-S,feb
1039,1039,13-Feb-2010,AUSTRALIA,Snorkeling,Hemisphere-S,feb
1040,1040,11-Feb-2010,AUSTRALIA,Surfing,Hemisphere-S,feb
1042,1042,06-Feb-2010,AUSTRALIA,Body boarding,Hemisphere-S,feb
1043,1043,06-Feb-2010,USA,Surf fishing / wading,Hemisphere-N,feb
1045,1045,03-Feb-2010,USA,Kite Boarding,Hemisphere-N,feb
1046,1046,01-Feb-2010,NEW ZEALAND,Boogie Boarding,Hemisphere-S,feb
1048,1048,27-Jan-2010,AUSTRALIA,Surfing,Hemisphere-S,jan
1050,1050,22-Jan-2010,AUSTRALIA,Surfing,Hemisphere-S,jan
1051,1051,12-Jan-2010,SOUTH AFRICA,Standing,Hemisphere-S,jan
1052,1052,09-Jan-2010,AUSTRALIA,Snorkeling,Hemisphere-S,jan
1056,1056,06-Jan-2010,USA,Spearfishing,Hemisphere-N,jan
1057,1057,05-Jan-2010,SOUTH AFRICA,Surfing,Hemisphere-S,jan
1058,1058,29-Dec-2009,SOUTH AFRICA,Wading,Hemisphere-S,dec
1059,1059,26-Dec-2009,AUSTRALIA,Swimming,Hemisphere-S,dec
1061,1061,20-Dec-2009,AUSTRALIA,Kayaking,Hemisphere-S,dec
1062,1062,20-Dec-2009,AUSTRALIA,Spearfishing,Hemisphere-S,dec
1063,1063,18-Dec-2009,SOUTH AFRICA,Paddling on kneeboard,Hemisphere-S,dec
1064,1064,18-Dec-2009,SOUTH AFRICA,Surfing,Hemisphere-S,dec
