,Date,Country,Activity
609,24-Oct-2013,AUSTRALIA,Surfing
610,23-Oct-2013,USA,Diving 
611,20-Oct-2013,USA,Surfing
612,19-Oct-2013,USA,Wading
613,11-Oct-2013,SOUTH AFRICA,Swimming / snorkeling
614,08-Oct-2013,AUSTRALIA,Diving for Abalone
615,06-Oct-2013,USA,Surfing
616,10-Oct-2013,USA,Wading
617,29-Sep-2013,USA,Surfing
618,29-Sep-2013,ISRAEL,Diving
619,25-Sep-2013,USA,Standing
620,21-Sep-2013,USA,Swimming
621,21-Sep-2013,USA,Surfing
622,14-Sep-2013,USA,Swimming
623,12-Sep-2013,USA,Surfing
624,08-Sep-2013,USA,
625,07-Sep-2013,USA,Surfing
626,07-Sep-2013,USA,Standing
627,02-Sep-2013,USA,Swimming
628,01-Sep-2013,USA,
629,01-Sep-2013,BAHAMAS,
630,01-Sep-2013,USA,Casting a net
631,31-Aug-2013,BAHAMAS,Spearfishing
632,31-Aug-2013,USA,Swimming
633,29-Aug-2013,USA,Marathon swimming
634,26-Aug-2013,FRANCE,Longline fishing for sharks
635,25-Aug-2013,USA,Boogie boarding
636,25-Aug-2013,AUSTRALIA,Wrangling a shark
637,18-Aug-2013,USA,Surfing
638,17-Aug-2013,USA,Surfing
639,14-Aug-2013,USA,Snorkeling
640,13-Aug-2013,USA,Kiteboarding
641,11-Aug-2013,USA,Surfing
642,Reported 08-Aug-2013,SOUTH AFRICA,Attempting to free the shark
643,05-Aug-2013,USA,Fishing
644,31-Jul-2013,USA,Snorkeling
645,30-Jul-2013,USA,Swimming
646,28-Jul-2013,BAHAMAS,Spearfishing
647,29-Jul-2013,MEXICO,Wading
648,29-Jul-2013,USA,Surfing
649,28-Jul-2013,BAHAMAS,Cleaning fish
650,28-Jul-2013,BAHAMAS,Diving
651,22-Jul-2013,BRAZIL,Swimming
652,19-Jul-2013,USA,Walking in surf
653,Reported 17-Jul-2013,USA,Swimming 
654,15-Jul-2013,REUNION,Swimming & snorkeling
655,14-Jul-2013,DIEGO GARCIA,Swimming
656,11-Jul-2013,USA,Wading
657,07-Jul-2013,SPAIN,Swimming
658,02-Jul-2013,AUSTRALIA,Body surfing
659,30-Jun-2013,TAIWAN,Fishing
660,27-Jun-2013,JAMAICA,
661,25-Jun-2013,USA,Kayaking / Fishing
662,25-Jun-2013,USA,Swimming
663,25-Jun-2013,USA,Swimming
664,18-Jun-2013,USA,Swimming
665,17-Jun-2013,USA,Swimming
666,16-Jun-2013,SOUTH AFRICA,Surfing
667,15-Jun-2013,USA,Surfing
668,Reported 14-Jun-2013,USA,Boogie Boarding
669,06-Jun-2013,USA,Fishing for sharks
670,06-Jun-2013,AUSTRALIA,Surfing
671,27-May-2013,USA,Diving
672,27-May-2013,USA,Swimming
673,23-May-2013,BRAZIL,
674,23-May-2013,PALESTINIAN TERRITORIES,Fishing
675,14-May-2014,ECUADOR,Surfing
676,08-May-2013,USA,Surfing
677,08-May-2013,REUNION,Body boarding
678,04-May-2013,USA,Surfing
679,28-Apr-2013,AUSTRALIA,Fishing
680,24-Apr-2013,MEXICO,Swimming
681,21-Apr-2013,AUSTRALIA,Fishing
682,17-Apr-2013,USA,Playing in the surf
683,14-Apr-2013,SOUTH AFRICA,Free diving
684,13-Apr-2013,USA,Surfing
685,13-Apr-2013,GUAM,
686,10-Apr-2013,FRENCH POLYNESIA,Kite boarding
687,04-Apr-2013,USA,Swimming
688,Reported 02-Apr-2013,AUSTRALIA,
689,02-Apr-2013,USA,Surfing
690,31-Mar-2013,AUSTRALIA,Surfing
691,29-Mar-2013,SEYCHELLES,Free diving
692,Reported 21-Mar-2013,BELIZE,Snorkeling
693,21-Mar-2013,BAHAMAS,Fly fishing
694,16-Mar-2013,SOUTH AFRICA,Fishing - 'tag & release'
695,16-Mar-2013,SOUTH AFRICA,Surfing
696,12-Mar-2013,JAMAICA,Spearfishing
697,10-Mar-2013,AUSTRALIA,Spearfishing
698,10-Mar-2013,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out
699,03-Mar-2013,SOUTH AFRICA,Swimming
700,27-Feb-2013,NEW ZEALAND,Swimming
701,21-Feb-2013,USA,Surfing
702,21-Feb-2013,USA,Surfing
703,10-Feb-2013,USA,Surfing
704,09-Feb-2013,FRENCH POLYNESIA,Scuba diving
705,01-Feb-2013,JAMAICA,
706,26-Jan-2013,AUSTRALIA,Fishing
707,25-Jan-2013,AUSTRALIA,Surfing
708,Reported 21-Jan-2013,AUSTRALIA,Dragging stranded shark into deeper water
709,16-Jan-2013,USA,Surfing
710,13-Jan-2013,NEW ZEALAND,Spearfishing
711,05-Jan-2013,AUSTRALIA,Spearfishing / Free diving
712,31-Dec-2012,USA,Swimming
713,30-Dec-2012,AUSTRALIA,Surfing
714,28-Dec-2012,AUSTRALIA,Paddle boarding
715,25-Dec-2012,SOUTH AFRICA,Swimming
716,19-Dec-2012,AUSTRALIA,Surfing
717,05-Dec-2012,USA,Surfing
718,02-Dec-2012,AUSTRALIA,Spearfishing
719,December 2012,NEW ZEALAND,Scuba diving
720,30-Nov-2012,USA,Snorkeling
721,27-Nov-2012,AUSTRALIA,
722,22-Nov-2012,MEXICO,Swimming
723,19-Nov-2012,USA,Surfing
724,04-Nov-2012,USA,Diving
725,04-Nov-2012,USA,Surfing
726,30-Oct-2012,USA,Surfing
727,27-Oct-2012,USA,Swimming
728,23-Oct-2012,USA,Surfing
729,19-Oct-2012,USA,
730,18-Oct-2012,USA,Surfing
731,18-Oct-2012,USA,Paddle boarding
732,16-Oct-2012,USA,
733,Reported 11-Oct-2012,NIGERIA,Bathing
734,10-Oct-2012,USA,Windsurfing
735,02-Oct-2012,AUSTRALIA,Bodyboarding
736,25-Sep-2012,USA,Surfing
737,24-Sep-2012,USA,Surfing
738,16-Sep-2012,USA,Surfing
739,10-Sep-2012,TONGA,Swimming
740,09-Sep-2012,USA,Surfing
741,08-Sep-2012,USA,Surfing
742,08-Sep-2012,USA,Swimming
743,06-Sep-2012,USA,Surfing
744,06-Sep-2012,USA,Surfing
745,04-Sep-2012,USA,Surfing
746,02-Sep-2012,USA,Boogie boarding
747,02-Sep-2012,USA,Spearfishing
748,02-Sep-2012,USA,Swimming or boogie boarding
749,31-Aug-2012,SCOTLAND,Shark fishing
750,28-Aug-2012,AUSTRALIA,Surfing
751,26-Aug-2012,BRAZIL,Swimming
752,15-Aug-2012,USA,Wading or swimming
753,11-Aug-2012,AUSTRALIA,Fishing
754,08-Aug-2012,USA,Free diving 
755,06-Aug-2012,REUNION,Surfing
756,04-Aug-2012,FRENCH POLYNESIA,Spearfishing
757,31-Jul-2012,USA,Surfing
758,31-Jul-2012,AUSTRALIA,Surfing
759,30-Jul-2012,USA,Surfing
760,30-Jul-2012,USA,Body surfing
761,24-Jul-2012,USA,
762,23-Jul-2012,REUNION,Surfing
763,21-Jul-2012,TRINIDAD & TOBAGO,Swimming
764,19-Jul-2012,CANADA,Surfing
765,14-Jul-2012,AUSTRALIA,Surfing
766,08-Jul-2012,USA,Swimming
767,07-July-2012,BAHAMAS,Spearfishing
768,07-Jul-2012,AUSTRALIA,Scuba diving
769,07-Jul-2012,USA,Kayaking
770,06-Jul-2012,SOUTH AFRICA,Surfing
771,Reported 28-Jun-2012,CROATIA,Swimming
772,26-Jun-2012,USA,Swimming
773,26-Jun-2012,USA,Surfing
774,26-Jun-2012,USA,Sitting in the water
775,22-Jun-2012,AUSTRALIA,Surfing
776,22-Jun-2012,USA,Swimming
777,20-Jun-2012,AUSTRALIA,Surf skiing 
778,19-Jun-2012,USA,Standing
779,18-Jun-2012,USA,Wading
780,15-Jun-2012,USA,Fishing
781,14-Jun-2012,USA,Swimming
782,14-Jun-2012,USA,Swimming
783,14-Jun-2012,USA,Swimming
784,14-Jun-2012,USA,Swimming
785,12-Jun-2012,AUSTRALIA,Surfing
786,10-Jun-2012,ITALY,Attempting to rescue an injured & beached shark
787,03-Jun-2012,AUSTRALIA,Surf skiing 
788,02-Jun-2012,USA,Surfing
789,02-Jun-2012,USA,Boogie Boarding
790,31-May-2012,USA,Wading
791,29-May-2012,MEXICO,Free diving / spearfishing
792,23-May-2012,USA,Surfing
793,20-May-2012,USA,Kayak Fishing
794,16-May-2012,FIJI,Spearfishing
795,12-May-2012,USA,Kayaking / Fishing
796,09-May-2012,USA,Swimming
797,06-May-2012,USA,Paddle boarding
798,19-Apr-2012,USA,Surfing
799,19-Apr-2012,SOUTH AFRICA,Body boarding
800,11-Apr-2012,AUSTRALIA,Kayaking
801,03-Apr-2012,USA,Surfing
802,Apr-2013,USA,
803,31-Mar-2012,AUSTRALIA,Scuba diving
804,24-Mar-2012,USA,Surfing
805,22-Mar-2012,AUSTRALIA,Crayfishing
806,20-Mar-2012,AUSTRALIA,Surfing
807,15-Mar-2012,USA,Surfing
808,14-Mar-2012,USA,Surfing
809,14-Mar-2012,USA,Surfing
810,06-Mar-2012,NEW ZEALAND,Surfing
811,06-Mar-2012,AUSTRALIA,"Diving, feeding sharks"
812,05-Mar-2012,REUNION,Body boarding
813,04-Mar-2012,USA,Kite Surfing
814,03-Mar-2012,SAUDI ARABIA,Attempting to Kite surf from Egypt to Saudi Arabia
815,01-Mar-2012,CHILE,Fishing (illegally)
816,26-Feb-2012,USA,Kite Surfing
817,25-Feb-2012,AUSTRALIA,Fishing
818,20-Feb-2012,SOUTH AFRICA,Fishing
819,06-Feb-2012,AUSTRALIA,Surfing
820,27-Jan-2012,USA,Snorkeling
821,19-Jan-2012,AUSTRALIA,Snorkeling
822,Reported 22-Jan-2012,BAHAMAS,"Diving, photographing sharks"
823,18-Jan-2012,TAIWAN,Fishing
824,18-Jan-2012,AUSTRALIA,Surfing
825,15-Jan-2012,SOUTH AFRICA,Swimming
826,13-Jan-2012,USA,Surfing
827,03-Jan-2012,AUSTRALIA,Surfing
828,02-Jan-2012,AUSTRALIA,Spearfishing
829,31-Dec-2011,USA,
830,Reported 26-Dec-2011,ANTIGUA,Swimming
831,25-Dec-2011,ECUADOR,Surfing
832,23-Dec-2011,USA,Surfing
833,21-Dec-2011,USA,Canoeing
834,21-Dec-2011,SOUTH AFRICA,Kayak Fishing
835,11-Dec-2011,AUSTRALIA,Surfing
836,07-Dec-2011,SOUTH AFRICA,Surf skiing 
837,07-Dec-2011,AUSTRALIA,Surfing
838,06-Dec-2011,USA,Surfing
839,05-Dec-2011,AUSTRALIA,Spearfishing
840,02-Dec-2011,AUSTRALIA,Surfing
841,29-Nov-2011,INDONESIA,Surfing
842,28-Nov-2011,AUSTRALIA,Swimming
843,22-Nov-2011,USA,Kayaking
844,Reported 20-Nov-2011,PAPUA NEW GUINEA,Scuba diving
845,12-Nov-2011,BRAZIL,Surfing
846,11-Nov-2011,REUNION,Free diving / spearfishing
847,29-Oct-2011,USA,Surfing
848,Reported 28-Oct-2011,SCOTLAND,Surfing
849,29-Oct-2011,SOUTH AFRICA,Diving
850,22-Oct-2011,AUSTRALIA,Diving
851,20-Oct-2011,USA,Surfing
852,19-Oct-2011,AUSTRALIA,Diving
853,11-Oct-2011,USA,Surfing
854,10-Oct-2011,USA,Surfing
855,09-Oct-2011,AUSTRALIA,Swimming
856,05-Oct-2011,REUNION,Canoeing
857,02-Oct-2011,USA,Wade fishing
858,01-Oct-2011,USA,
859,30-Sep-2011,USA,Surfing
860,28-Sep-2011,DOMINICAN REPUBLIC,Fishing
861,28-Sep-2011,SOUTH AFRICA,Swimming
862,24-Sep-2011,USA,Spearfishing
863,24-Sep-2011,USA,Jumping in the waves
864,20-Sep-2011,USA,Canoeing
865,19-Sep-2011,REUNION,Body boarding
866,17-Sep-2011,KENYA,Swimming
867,16-Sep-2011,USA,Surfing
868,11-Sep-2011,USA,Surfing
869,11-Sep-2011,PAPUA NEW GUINEA,Kite Surfing
870,04-Sep-2011,USA,Surfing
871,04-Sep-2011,AUSTRALIA,Body boarding
872,02-Sep-2011,USA,Surfing
873,31-Aug-2011,USA,Surfing
874,28-Aug-2011,AUSTRALIA,Swimming
875,28-Aug-2011,USA,Wade Fishing
876,26-Aug-2011,RUSSIA,"Standing, collecting sea stars"
877,24-Aug-2011,USA,Surfing
878,24-Aug-2011,USA,
879,23-Aug-2011,SOUTH AFRICA,Surfing
880,18-Aug-2011,RUSSIA,Swimming
881,17-Aug-2011,USA,Wading
882,17-Aug-2011,USA,
883,17-Aug-2011,RUSSIA,Swimming
884,16-Aug-2011,FRENCH POLYNESIA,Surfing
885,16-Aug--2011,USA,Floating 
886,16-Aug-2011,SEYCHELLES,Swimming or Snorkeling
887,15-Aug-2011,USA,Playing in the surf
888,11-Aug--2011,USA,Swimming
889,01-Aug-2011,SEYCHELLES,Diving
890,31-Jul-2011,BRAZIL,Swimming
891,30-Jul-2011,PHILIPPINES,Sea disaster
892,25-Jul-2011,USA,Wade Fishing
893,22-Jul-2011,SOUTH AFRICA,Surfing
894,19-Jul-2011,USA,Boogie Boarding
895,15-Jul-2011,REUNION,Kayaking or Wave skiing
896,13-Jul-2011,USA,Surf fishing
897,13-Jul-2011,BAHAMAS,Scuba diving
898,07-Jul-2011,USA,Swimming
899,07-Jul-2011,USA,Wade Fishing
900,06-Jul-2011,REUNION,Surfing
901,05-Jul-2011,COLUMBIA,Kayaking
902,30-Jun-2011,TURKS & CAICOS,Snorkeling
903,29-Jun-2011,BRAZIL,Surfing
904,28-Jun-2011,SOUTH AFRICA,Scuba diving
905,26-Jun-2008,USA,Playing in the surf
906,24-Jun-2011,USA,Surfing
907,21-Jun-2011,USA,Jet skiing
908,19-Jun-2011,TURKS & CAICOS,Spearfishing
909,19-Jun-2011,COSTA RICA,Surfing
910,15-Jun-2011,REUNION,Boogie Boarding
911,Reported 14-Jun-2011,UNITED KINGDOM,Fishing
912,12-Jun-2011,USA,Scuba diving
913,Reported 06-Jun-2011,COLUMBIA,Spearfishing
914,06-Jun-2011,USA,Spearfishing
915,06-Jun-2011,USA,Wading
916,01-Jun-2011,MALAYSIA,Snorkeling
917,30-May-2011,USA,Standing or boogie boardin
918,29-May-2011,SOUTH AFRICA,Surfing
919,25-May-2011,USA,Surfing
920,22-May-2011,USA,Paddle boarding
921,21-May-2011,SOUTH AFRICA,Spearfishing
922,13-May-2011,USA,Body surfing
923,21-May-2011,NEW CALEDONIA,Kite Boarding
924,13-May-2011,USA,Surfing
925,10-May-2011,USA,Fishing 
926,Reported 07-May-2011,UNITED ARAB EMIRATES (UAE),Fishing 
927,04-May-2011,SOUTH AFRICA,Spearfishing
928,26-Apr-2011,USA,Spearfishing
929,23-Apr-2011,AUSTRALIA,Washing sand off a speared fish
930,22-Apr-2011,USA,Surfing 
931,16-Apr-2011,NEW ZEALAND,Surfing
932,13-Apr-2011,INDONESIA,Surfing
933,08-Apr-2011,FIJI,Diving
934,Reported 29-Mar-2011,USA,"Standing, holding shark pup"
935,24-Mar-2011,MEXICO,Swimming
936,23-Mar-2011,AUSTRALIA,Surfing
937,21-Mar-2011,MEXICO,Swimming
938,21-Mar-2011,FIJI,Diving / fishing
939,16-Mar-2011,AUSTRALIA,Wakeboarding
940,Reported 10-Mar-2010,EGYPT,
941,10-Mar-2011,AUSTRALIA,Surfing
942,Reported 28-Feb-2011,AUSTRALIA,Fishing
943,23-Feb-2011,NEW CALEDONIA,Spearfishing
944,18-Feb-2011,REUNION,Surfing
945,17-Feb-2011,AUSTRALIA,Diving for abalone
946,13-Feb-2011,AUSTRALIA,Fishing
947,12-Feb-2011,AUSTRALIA,Snorkeling
948,Reported 04-Feb-2011,MEXICO,Shark fishing on the Ricardo Astorga
949,02-Feb-2011,SOUTH AFRICA,Surf fishing
950,31-Jan-2011,MEXICO,Swimming
951,28-Jan-2011,MEXICO,Shark fishing on the Don AgustÃ­n-VI. 
952,26-Jan-2011,BAHAMAS,Scuba diving
953,20-Jan-2011,AUSTRALIA,Swimming
954,15-Jan-2011,SOUTH AFRICA,Surfing
955,Reported 12-Jan 2011,MEXICO,Attempting to fix motor
956,03-Jan-2011,AUSTRALIA,Fishing
957,26-Dec-2010,USA,Body boarding
958,17-Dec-2010,FIJI,Surfing
959,11-Dec-2010,USA,Surfing
960,05-Dec-2010,EGYPT,Snorkeling
961,Reported 03-Dec-2010,INDONESIA,Surfing
962,01-Dec-2010,EGYPT,Snorkeling
963,01-Dec-2010,EGYPT,Snorkeling
964,30-Nov-2010,EGYPT,Snorkeling
965,30-Nov-2010,EGYPT,Snorkeling
966,Reported 27-Nov-2010,SAMOA,Fishing
967,27-Nov-2010,AUSTRALIA,Swimming
968,19-Nov-2010,USA,Snorkeling
969,15-Nov-2010,DOMINICAN REPUBLIC,Diving
970,14-Nov-2010,INDONESIA,Surfing
971,Reported 12-Nov-2010,AUSTRALIA,Fishing
972,30-Oct-2010,AUSTRALIA,Snorkeling
973,Reported 28-Oct-2010,AUSTRALIA,Spearfishing
974,28-Oct-2010,USA,Surfing
975,25-Oct-2010,AZORES,Fishing
976,23-Oct-2010,USA,Scuba diving
977,23-Oct-2010,AUSTRALIA,Kite Surfing
978,22-Oct-2010,USA,Body boarding
979,20-Oct-2010,EGYPT,Snorkeling
980,09-Oct-2010,AUSTRALIA,Surfing
981,02-Oct-2010,BAHAMAS,Snorkeling
982,02-Oct-2010,BAHAMAS,Surfing
983,01-Oct-2010,SOUTH AFRICA,Surfing
984,27-Sep-2010,USA,Surfing
985,24-Sep-2010,USA,Surfing
986,21-Sep-2010,SOUTH AFRICA,Swimming
987,13-Sep-2010,AUSTRALIA,Surfing
988,07-Sep-2010,USA,Swimming
989,Reported 06-Sep-2010,TONGA,Swimming /  Whale Watching
990,04-Sep-2010,USA,Surfing
991,03-Sep-2010,USA,Surfing
992,03-Sep-2010,USA,Surfing
993,02-Sep-2010,SOLOMON ISLANDS,
994,29-Aug-2010,BAHAMAS,Swimming after boat became disabled
995,18-Aug-2010,USA,Boogie Boarding
996,17-Aug-2010,AUSTRALIA,Surfing
997,14-Aug-2010,USA,Kayak Fishing
998,10-Aug-2010,AUSTRALIA,Fishing
999,10-Aug-2010,SOUTH KOREA,Swimming
1000,08-Aug-2010,AUSTRALIA,Surfing
1001,07-Aug-2010,USA,Surfing
1002,07-Aug-2010,MALTA,Windsurfing
1003,05-Aug-2010,USA,Swimming
1004,02-Aug-2010,USA,Kayaking
1005,02-Aug-2010,USA,Standing
1006,25-Jul-2010,USA,Standing
1007,23-Jul-2010,USA,Surfing
1008,19-Jul-2010,USA,Swimming
1009,17-Jul-2010,USA,Swimming
1010,17-Jul-2010,USA,Surfing
1011,16-Jul-2010,SPAIN,Swimming
1012,16-Jul-2010,USA,Fishing
1013,11-Jul-2010,USA,Fishing
1014,04-Jul-2010,SOUTH AFRICA,Snorkeling
1015,03-Jul-2010,USA,Fishing
1016,02-Jul-2010,USA,Surfing
1017,02-Jul-2010,USA,Stand-Up Paddleboarding
1018,27-Jun-2010,USA,Surfing
1019,25-Jun-2010,USA,Boogie Boarding
1020,25-Jun-2010,USA,Swimming
1021,15-Jun-2010,VIETNAM,Swimming
1022,10-Jun-2010,USA,Boogie Boarding
1023,06-Jun-2010,AUSTRALIA,Surfing
1024,Jun-2010,USA,Surfing
1025,30-May-2010,USA,Fishing
1026,18-May-2010,VIETNAM,Rescuing
1027,18-May-2010,VIETNAM,Swimming
1028,18-May-2010,AUSTRALIA,Surfing
1029,03-May-2010,MADAGASCAR,Scuba diving
1030,01-May-2010,USA,Wading
1031,28-Apr-2010,USA,Measuring sharks
1032,19-Apr-2010,USA,Surfing
1033,13-Apr-2010,SOUTH AFRICA,Surfing
1034,04-Apr-2010,EGYPT,Swimming / treading water
1035,27-Mar-2010,REUNION,Surfing
1036,190Feb-2010,NEW ZEALAND,Swimming
1037,16-Feb-2010,SOUTH AFRICA,Surfing
1038,15-Feb-2010,FIJI,Scuba diving
1039,13-Feb-2010,AUSTRALIA,Snorkeling
1040,11-Feb-2010,AUSTRALIA,Surfing
1041,Reported 06-Feb-2010,NEW ZEALAND,Spearfishing
1042,06-Feb-2010,AUSTRALIA,Body boarding
1043,06-Feb-2010,USA,Surf fishing / wading
1044,04-Feb-2010,GUAM,Spearfishing (free diving)
1045,03-Feb-2010,USA,Kite Boarding
1046,01-Feb-2010,NEW ZEALAND,Boogie Boarding
1047,31-Jan-2010,BRAZIL,Surfing
1048,27-Jan-2010,AUSTRALIA,Surfing
1049,22-Jan-2010,UNITED ARAB EMIRATES (UAE),Surfing
1050,22-Jan-2010,AUSTRALIA,Surfing
1051,12-Jan-2010,SOUTH AFRICA,Standing
1052,09-Jan-2010,AUSTRALIA,Snorkeling
1053,09-Jan-2010,VIETNAM,
1054,09-Jan-2010,VIETNAM,
1055,09-Jan-2010,VIETNAM,Bathing
1056,06-Jan-2010,USA,Spearfishing
1057,05-Jan-2010,SOUTH AFRICA,Surfing
1058,29-Dec-2009,SOUTH AFRICA,Wading
1059,26-Dec-2009,AUSTRALIA,Swimming
1060,22-Dec-2009,MOZAMBIQUE,Swimming
1061,20-Dec-2009,AUSTRALIA,Kayaking
1062,20-Dec-2009,AUSTRALIA,Spearfishing
1063,18-Dec-2009,SOUTH AFRICA,Paddling on kneeboard
1064,18-Dec-2009,SOUTH AFRICA,Surfing
1065,16-Dec-2009,NEW ZEALAND,Swimming to shore from capsized kayak
1066,13-Dec-2009,AUSTRALIA,Surfing
1067,12-Dec-2009,AUSTRALIA,Rowing
1068,05-Dec-2009,USA,Diving
1069,25-Nov-2009,USA,Surfing
1070,24-Nov-2009,USA,Wading
1071,16-Nov-2009,USA,Fishing
1072,16-Nov-2009,USA,Surfing
1073,13-Nov-2009,USA,Surfing
1074,11-Nov-2009,USA,Surfing
1075,08-Nov-2009,AUSTRALIA,Kayaking
1076,05-Nov-2009,USA,Surfing
1077,30-Oct-2009,AUSTRALIA,Kayaking
1078,Reported 29-Oct-2009,MOZAMBIQUE,Spearfishing
1079,28-Oct-2009,AUSTRALIA,Paddle-boarding
1080,24-Oct-2009,USA,Surfing
1081,19-Oct-2009,USA,Surfing
1082,18-Oct-2009,PANAMA,Wading
1083,17-Oct-2009,SCOTLAND,Diving
1084,Reported 14-Oct-2009,AUSTRALIA,Diving
1085,09-Oct-2009,USA,Surfing
1086,02-Oct-2009,UNITED KINGDOM,Fishing
1087,26-Sep-2009,USA,Swimming
1088,18-Sep-2009,VIETNAM,
1089,15-Sep-2009,SOMALIA,Fishing
1090,13-Sep-2009,BRAZIL,
1091,12-Sep-2009,USA,Swimming
1092,07-Sep-2009,BRAZIL,"Swimming, attempting to rescue a girl  believed to be drowning"
1093,02-Sep-2009,NEVIS,Swimming
1094,01-Sep-2009,SOLOMON ISLANDS,Fishing
1095,30-Aug-2009,USA,Surfing
1096,29-Aug-2009,SOUTH AFRICA,Surfing
1097,25-Aug-2009,USA,Swimming
1098,11-Aug-2009,SOUTH AFRICA,Body boarding
1099,10-Aug-2009,USA,Swimming
1100,06-Aug-2009,USA,Surfing
1101,01-Aug-2009,USA,Wade Fishing
1102,31-July-2009,BAHAMAS,Spearfishing
1103,30-Jul-2009,AUSTRALIA,Surfing
1104,29-Jul-2009,VIETNAM,Swimming
1105,Reported 24-Jul-2009,KENYA,Washing his feet
1106,24-Jul-2009,USA,Wading
1107,24-Jul-2009,SPAIN,Swimming
1108,22-Jul-2009,USA,Swimming
1109,22-Jul-2009,USA,Swimming
1110,18-Jul-2009,VIETNAM,Swimming
1111,11-Jul-2009,BAHAMAS,Spearfishing
1112,11-Jul-2009,USA,Paddle-surfing
1113,07-Jul-2009,SOUTH AFRICA,Surfing
1114,05-Jul-2009,USA,Boogie Boarding
1115,04-Jul-2009,USA,Swimming
1116,27-Jun-2009,AUSTRALIA,Surfing
1117,21-Jun-2009,USA,Surfing
1118,16-Jun-2009,USA,Crawling
1119,Reported 14-Jun-2009,VIETNAM,Fishing for sharks
1120,02-Jun-2009,EGYPT,Scuba diving
1121,02-Jun-2009,EGYPT,Scuba diving
1122,01-Jun-2009,EGYPT,Snorkeling
1123,31-May-2009,TAIWAN,Fishing
1124,25-May-2009,USA,Swimming
1125,17-May-2009,USA,Surfing
1126,16-May-2009,USA,Surfing
1127,16-May-2009,USA,Surfing
1128,12-May-2009,GUAM,Spearfishing
1129,06-Mar-2009,BAHAMAS,Spearfishing
1130,28-Apr-2009,USA,
1131,Reported 25-Apr-2009,USA,Surfing
1132,21-Apr-2009,USA,Surfing
1133,20-Apr-2009,PHILIPPINES,Swimming
1134,19-Apr-2009,USA,Surfing
1135,17-Apr-2009,USA,Surfing
1136,11-Apr-2009,USA,Spearfishing
1137,12-Apr-2009,AUSTRALIA,Surf skiing 
1138,06-Apr-2009,SOUTH AFRICA,Swimming
1139,06-Apr-2009,USA,Spearfishing
1140,03-Apr-2009,USA,Wading
1141,27-Mar-2009,SOUTH AFRICA,Fishing 
1142,21-Mar-2009,SOUTH AFRICA,Surfing
1143,20-Mar-2009,AUSTRALIA,Surfing
1144,19-Mar-2009,AUSTRALIA,Surfing
1145,19-Mar-2009,AUSTRALIA,Surfing
1146,18-Mar-2009,USA,Surfing
1147,Reported 17-Mar-2009,MALAYSIA,Feeding fish
1148,17-Mar-2009,USA,Swimming
1149,Reported 16-Mar-2009,AUSTRALIA,Wading
1150,06-Mar-2009,NEW CALEDONIA,Surfing
1151,02-Mar-2009,SOUTH AFRICA,Fishing
1152,01-Mar-2009,NEW ZEALAND,Fishing
1153,01-Mar-2009,AUSTRALIA,Surfing
1154,22-Feb-2009,AUSTRALIA,Fishing
1155,18-Feb-2009,AUSTRALIA,Surfing
1156,12-Feb-2009,AUSTRALIA,Surfing
1157,11-Feb-2009,AUSTRALIA,"Diving, but on the surface when bitten by the shark"
1158,08-Feb-2009,USA,Air Disaster
1159,07-Feb-2009,AUSTRALIA,Surfing
1160,07-Feb-2009,AUSTRALIA,Surfing
1161,Reported 27-Jan-2009,AZORES,Fishing
1162,Reported 26-Jan-2009,BRAZIL,
1163,25-Jan-2009,CUBA,Spearfishing
1164,24-Jan-2009,NEW ZEALAND,Fishing
1165,24-Jan-2009,AUSTRALIA,Swimming
1166,24-Jan-2009,SOUTH AFRICA,Swimming
1167,23-Jan-2009,BRAZIL,Swimming
1168,18-Jan-2009,AUSTRALIA,Fishing
1169,16-Jan-2009,NEW ZEALAND,Surfing
1170,Reported 13-Jan-2009,SOUTH AFRICA,
1171,12-Jan-2009,AUSTRALIA,Snorkeling
1172,11-Jan-2009,AUSTRALIA,Surfing
1173,11-Jan-2009,AUSTRALIA,Surfing
1174,10-Jan-2009,NEW ZEALAND,Fishing
1175,10-Jan-2009,ECUADOR,Surfing
1176,06-Jan-2009,NEW ZEALAND,Swimming
1177,Jan-2009,CUBA,Spearfishing
1178,30-Dec-2008,AUSTRALIA,Crabbing
1179,27-Dec-2008,AUSTRALIA,Yacht race
1180,27-Dec-2008,AUSTRALIA,Boogie Boarding
1181,27-Dec-2008,AUSTRALIA,Kayaking
1182,27-Dec-2008,AUSTRALIA,Snorkeling
1183,20-Dec-2008,USA,Kayaking
1184,14-Dec-2008,NEW ZEALAND,Fishing
1185,10-Dec-2008,SOUTH AFRICA,Fishing
1186,06-Dec-2006,AUSTRALIA,Fishing
1187,Dec-2008,MOZAMBIQUE,Spearfishing
1188,28-Nov-2008,EGYPT,Scuba diving
1189,25-Nov-2008,PHILIPPINES,Sinking of the cargo ship Mark Jason
1190,24-Nov-2008,ECUADOR,
1191,09-Nov-2008,AUSTRALIA,Fishing
1192,09-Nov-2008,TAIWAN,Fishing boat swamped in storm
1193,06-Nov-2008,PHILIPPINES,Fishing
1194,22-Oct-2008,AUSTRALIA,Scuba diving
1195,21-Oct-2008,NEW CALEDONIA,Spearfishing
1196,12-Oct-2008,AUSTRALIA,Fishing
1197,11-Oct-2008,AUSTRALIA,Surfing
1198,08-Oct-2008,USA,Fishing
